;DS;OF;EF;IoU;Sn;Sp;Acc;AO;FPR;FNR;MA;MAPE;Rerr;MAPE2;Rerr2;PSNR;PSNR2;PSNR3
layer: 109;0.8726860596902153;0.7788267026298045;0.006068779501011463;0.7741286863270778;0.7788267026298045;0.997895967270602;0.9414981338425484;0.7741286863270778;0.002104032729398013;0.22117329737019556;0.05850186615745161;0.21510451786918408;-0.05537713740126725;0.21510451786918408;-0.011076388888888889;19.317625868878924;12.328302800894955;-36.84582184541965
layer: 110;0.8494477814377058;0.7397907526155924;0.0020249746878164025;0.7382957224654766;0.7397907526155924;0.9992770213278708;0.9310069259456579;0.7382957224654766;0.0007229786721291722;0.2602092473844077;0.06899307405434203;0.2581842726965913;-0.06792754395311668;0.2581842726965913;-0.01328125;18.70001464622298;11.611945042040757;-37.49067079955553
layer: 111;0.820533227218464;0.6966216216216217;0.0013513513513513514;0.6956815114709851;0.6966216216216217;0.9995041527209619;0.9182007799038723;0.6956815114709851;0.0004958472790380563;0.3033783783783784;0.08179922009612768;0.30202702702702705;-0.08107372812188265;0.30202702702702705;-0.015520833333333333;18.052159458812703;10.872508370323793;-38.217004466041615
layer: 112;0.8361848574237954;0.7221467391304348;0.005095108695652174;0.7184859749915512;0.7221467391304348;0.9980806142034548;0.9225764476252439;0.7184859749915512;0.0019193857965451055;0.27785326086956524;0.07742355237475602;0.272758152173913;-0.07463518914397249;0.272758152173913;-0.013940972222222223;18.397774820164244;11.111269061072145;-37.793649426845796
layer: 113;0.8658373205741626;0.7728049197130168;0.012299282541851725;0.7634154573067836;0.7728049197130168;0.9952387250363709;0.9331617086193745;0.7634154573067836;0.00476127496362915;0.22719508028698326;0.06683829138062548;0.21489579774513154;-0.059973302822273075;0.21489579774513154;-0.010920138888888889;19.147044654565534;11.749746607153691;-36.928277603868636
layer: 114;0.9268468468468468;0.8905817174515236;0.031163434903047092;0.8636668905305575;0.8905817174515236;0.9876560142641613;0.9601139601139601;0.8636668905305575;0.012343985735838706;0.10941828254847645;0.039886039886039885;0.07825484764542937;-0.022202573926711856;0.07825484764542937;-0.003923611111111111;21.51896449846018;13.991790807875862;-34.31380766140891
layer: 115;0.929456112008616;0.9011486251305256;0.03793943612948138;0.8682092555331992;0.9011486251305256;0.9843188030499209;0.9599959283387622;0.8682092555331992;0.015681196950079124;0.09885137486947441;0.04000407166123778;0.06091193873999304;-0.017813517915309447;0.06091193873999304;-0.0030381944444444445;21.66029933047785;13.978958034216657;-34.1510704305925
layer: 116;0.9353729804056377;0.9770197486535009;0.11202872531418312;0.8785921859864385;0.9770197486535009;0.9536128456735058;0.9604668278835033;0.8785921859864385;0.0463871543264942;0.022980251346499104;0.039533172116496686;0.08904847396768402;0.026075070970455264;0.08904847396768402;0.0043055555555555555;21.85234638495551;14.030383367468648;-33.92470554329484
layer: 117;0.9405543398978847;0.9385007278020379;0.057132459970887915;0.8877796901893288;0.9385007278020379;0.9754572455838675;0.9643521049753964;0.8877796901893288;0.024542754416132562;0.061499272197962154;0.03564789502460361;0.004366812227074236;-0.0013121924548933845;0.004366812227074236;-0.00020833333333333335;22.47204883355273;14.479661097444968;-33.15830324945303
layer: 118;0.9366311608593609;0.9653889095645701;0.09601786378861184;0.8808149405772496;0.9653889095645701;0.9580896686159844;0.9603075879226507;0.8808149405772496;0.04191033138401559;0.03461109043542985;0.03969241207734932;0.06140677335318199;0.018658826190206944;0.06140677335318199;0.002864583333333333;22.15115366957388;14.012925085493087;-33.29819950135118
