;DS;OF;EF;IoU;Sn;Sp;Acc;AO;FPR;FNR;MA;MAPE;Rerr;TP;TN;FP;FN;MAPE2;Rerr2;PSNR;PSNR3;PSNR2;brain ID;slice ID;alg;params;time(ms);gtArea;error
38;0.8743653451442152;0.8071400079776625;0.03909054646988432;0.7767754318618042;0.8071400079776625;0.9840960727036676;0.932921905640789;0.7767754318618042;0.01590392729633236;0.19285999202233745;0.06707809435921099;0.15376944555245314;-0.044468796862383204;4047.0;12128.0;196.0;967.0;0.15376944555245314;-0.013385416666666667;16.948427686947635;-30.130001068115234;11.734192838869857;0;69;enhanced div;{};66.3489;5014;
39;0.8934892868233102;0.8602750647797488;0.06537771576639426;0.8074836295603368;0.8602750647797488;0.9735377168212989;0.9409028256374914;0.8074836295603368;0.02646228317870109;0.13972493522025115;0.059097174362508616;0.07434721945385689;-0.02142200781070526;4316.0;12067.0;328.0;701.0;0.07434721945385689;-0.0064756944444444445;17.48007108660779;-29.655048370361328;12.284332837229277;0;70;enhanced div;{};49.4363;5017;
40;0.9011283228150698;0.9575289575289575;0.16764885185937817;0.820048729550992;0.9575289575289575;0.9342315051020408;0.9407958774692242;0.820048729550992;0.06576849489795919;0.04247104247104247;0.05920412253077584;0.1251778093883357;0.035270541082164326;4712.0;11719.0;825.0;209.0;0.1251778093883357;0.010694444444444444;17.459019446652885;-29.771032333374023;12.27648051215742;0;71;enhanced div;{};167.5843;4921;
41;0.8500857632933104;0.7648148148148148;0.0345679012345679;0.7392601431980907;0.7648148148148148;0.9867120145535079;0.9250985545335085;0.7392601431980907;0.01328798544649213;0.2351851851851852;0.07490144546649145;0.2006172839506173;-0.0557047363309147;3717.0;12475.0;168.0;1143.0;0.2006172839506173;-0.016927083333333332;16.42819791733128;-30.94698143005371;11.255098010980815;0;72;enhanced div;{};91.1328;4860;
42;0.9156548834210809;0.8949800462087797;0.05986137366099559;0.8444312326595323;0.8949800462087797;0.9776785714285714;0.9552170688573222;0.8444312326595323;0.022321428571428572;0.10501995379122034;0.04478293114267785;0.045158580130224744;-0.012265388784300302;4261.0;12483.0;285.0;500.0;0.045158580130224744;-0.003732638888888889;18.655528266779594;-28.956111907958984;13.488874842846775;0;73;enhanced div;{};57.24;4761;
43;0.9311377245508982;0.949825479930192;0.09031413612565445;0.8711484593837535;0.949825479930192;0.9680530905162436;0.9632902012198598;0.8711484593837535;0.03194690948375646;0.05017452006980803;0.036709798780140225;0.04013961605584642;0.010488513937182921;4354.0;12545.0;414.0;230.0;0.04013961605584642;0.0031944444444444446;19.515366160634;-28.29519271850586;14.352179960166957;0;74;enhanced div;{};106.2101;4584;
44;0.9291198397685546;0.9171792618629174;0.05711775043936731;0.8676226101413134;0.9171792618629174;0.9799876847290641;0.9636912904696763;0.8676226101413134;0.02001231527093596;0.0828207381370826;0.03630870953032376;0.02570298769771529;-0.0066689466484268125;4175.0;12732.0;260.0;377.0;0.02570298769771529;-0.00203125;19.562830510878616;-28.149383544921875;14.39989186334116;0;75;enhanced div;{};67.2084;4552;
45;0.9390312115449155;0.9326666666666666;0.05377777777777778;0.8850695908899199;0.9326666666666666;0.9813960639606396;0.968871373086589;0.8850695908899199;0.018603936039360395;0.06733333333333333;0.031128626913411013;0.013555555555555555;-0.0034841215444368287;4197.0;12766.0;242.0;303.0;0.013555555555555555;-0.0010590277777777779;20.240259811465698;-27.38983917236328;15.06840035664434;0;76;enhanced div;{};67.6421;4500;
46;0.9403612404861978;0.9347335140018067;0.053297199638663056;0.8874356775300172;0.9347335140018067;0.9819184799264481;0.9699656750572082;0.8874356775300172;0.018081520073551946;0.06526648599819332;0.030034324942791762;0.011969286359530262;-0.003032036613272311;4139.0;12816.0;236.0;289.0;0.011969286359530262;-0.0009201388888888889;20.402631800172554;-27.237686157226562;15.223821248924274;0;77;enhanced div;{};48.2292;4428;
47;0.9384476125820321;0.9312822816079048;0.05344711430496295;0.8840332551694735;0.9312822816079048;0.981651376146789;0.9687786960514233;0.8840332551694735;0.01834862385321101;0.06871771839209521;0.031221303948576674;0.01527060408713227;-0.0039026629935720843;4147.0;12733.0;238.0;306.0;0.01527060408713227;-0.0011805555555555556;20.24823583725032;-27.08521270751953;15.055489627135199;0;78;enhanced div;{};71.4923;4453;
48;0.9261744966442953;0.8898007033997656;0.031652989449003514;0.8625;0.8898007033997656;0.9897033025703608;0.9651818600368324;0.8625;0.010296697429639234;0.11019929660023446;0.034818139963167585;0.07854630715123095;-0.019279465930018416;3795.0;12976.0;135.0;470.0;0.07854630715123095;-0.005815972222222222;19.78667108770743;-27.34375762939453;14.581944332562841;0;79;enhanced div;{};62.5182;4265;
49;0.939233180612491;0.9236423998102917;0.043158643585487315;0.8854285064787452;0.9236423998102917;0.9861227601982463;0.9709208400646203;0.8854285064787452;0.013877239801753717;0.07635760018970833;0.029079159935379646;0.03319895660422101;-0.008077544426494346;3895.0;12933.0;182.0;322.0;0.03319895660422101;-0.0024305555555555556;20.57991946977687;-26.590700149536133;15.364181439168119;0;80;enhanced div;{};67.2866;4217;
50;0.9329245861434703;0.9037776193870278;0.033737229745782846;0.8742817743047575;0.9037776193870278;0.9891246074902351;0.9683192401251014;0.8742817743047575;0.010875392509764877;0.0962223806129722;0.03168075987489864;0.06248515086718936;-0.015232248349357118;3804.0;12915.0;142.0;405.0;0.06248515086718936;-0.004565972222222222;20.224351570897813;-26.858930587768555;14.992044102417081;0;81;enhanced div;{};42.5065;4209;
51;0.9445539674716609;0.9180838323353293;0.025868263473053894;0.8949334578566426;0.9180838323353293;0.9917228694052729;0.9738721477094583;0.8949334578566426;0.00827713059472716;0.08191616766467066;0.02612785229054172;0.05604790419161677;-0.013586483191081694;3833.0;12940.0;108.0;342.0;0.05604790419161677;-0.0040625;21.072099696478684;-25.990392684936523;15.82896287811938;0;82;enhanced div;{};43.8459;4175;
